,bin_location,committed,incoming,location_id,reorder_point,stock_on_hand_x,sku,composite,country_of_origin,created_at,default_ledger_account_id,description,hs_code,id,image_ids,is_online,keep_selling,last_cost_price,manage_stock,max_online,moq,moving_average_cost,name,online_ordering,opt1,opt2,opt3,packsize,position,product_id,product_name,product_status,product_type,purchasable,retail_price,sellable,status,stock_batchable,supplier_code,taxable,upc,updated_at,weight,weight_unit,weight_value,wholesale_price,18772,18773,18774,19506,19651,buy,retail,wholesale
0,,0,0,WH,,48,3702,False,US,2018-05-02T07:30:29.215Z,,,,40376105,[],False,False,22.65,True,,0,22.65,30ml,False,,,,False,3,14756130,Calm Repairing Sensitive Serum,active,Treatment,True,51.0,True,active,False,,False,,2018-05-07T10:50:47.782Z,g,g,,,,,,,,22.65,51.0,
1,,0,0,WH,,1730,9559,False,US,2018-05-02T07:29:09.833Z,,,,40376057,[17849547],False,False,0.39,True,,0,0.39,Sachet,True,Sachet,,,False,2,22847092,Peptide Booster,active,Treatment,True,1.5,True,active,False,,False,655439095594,2018-05-16T06:29:27.166Z,g,g,,0.75,0.7500,0.7500,0.7500,0.7500,0.7500,0.39,1.5,0.75
2,,0,0,BC,,170,9559,False,US,2018-05-02T07:29:09.833Z,,,,40376057,[17849547],False,False,0.39,True,,0,0.39,Sachet,True,Sachet,,,False,2,22847092,Peptide Booster,active,Treatment,True,1.5,True,active,False,,False,655439095594,2018-05-16T06:29:27.166Z,g,g,,0.75,0.7500,0.7500,0.7500,0.7500,0.7500,0.39,1.5,0.75
3,,0,0,FP,,100,9559,False,US,2018-05-02T07:29:09.833Z,,,,40376057,[17849547],False,False,0.39,True,,0,0.39,Sachet,True,Sachet,,,False,2,22847092,Peptide Booster,active,Treatment,True,1.5,True,active,False,,False,655439095594,2018-05-16T06:29:27.166Z,g,g,,0.75,0.7500,0.7500,0.7500,0.7500,0.7500,0.39,1.5,0.75
4,,0,0,HQ,,0,9559,False,US,2018-05-02T07:29:09.833Z,,,,40376057,[17849547],False,False,0.39,True,,0,0.39,Sachet,True,Sachet,,,False,2,22847092,Peptide Booster,active,Treatment,True,1.5,True,active,False,,False,655439095594,2018-05-16T06:29:27.166Z,g,g,,0.75,0.7500,0.7500,0.7500,0.7500,0.7500,0.39,1.5,0.75
5,,26,0,WH,,253,6206,False,US,2018-04-26T08:35:38.099Z,,,,40093665,"[17692125, 17692154, 17775243, 17775262]",False,False,5.21,True,,0,5.21,30 ml,True,30 ml,,,False,2,14756180,Clear Acne Regular Strength Exfoliating Treatment 2% BHA (Salicylic Acid),active,Exfoliator,True,17.0,True,active,False,,False,655439062060,2018-05-15T10:28:26.946Z,g,g,0.0,8.5,8.5000,8.5000,8.5000,8.5000,8.5000,5.21,17.0,8.5
6,,2,0,BC,,-3,6206,False,US,2018-04-26T08:35:38.099Z,,,,40093665,"[17692125, 17692154, 17775243, 17775262]",False,False,5.21,True,,0,5.21,30 ml,True,30 ml,,,False,2,14756180,Clear Acne Regular Strength Exfoliating Treatment 2% BHA (Salicylic Acid),active,Exfoliator,True,17.0,True,active,False,,False,655439062060,2018-05-15T10:28:26.946Z,g,g,0.0,8.5,8.5000,8.5000,8.5000,8.5000,8.5000,5.21,17.0,8.5
7,,0,0,FP,,-1,6206,False,US,2018-04-26T08:35:38.099Z,,,,40093665,"[17692125, 17692154, 17775243, 17775262]",False,False,5.21,True,,0,5.21,30 ml,True,30 ml,,,False,2,14756180,Clear Acne Regular Strength Exfoliating Treatment 2% BHA (Salicylic Acid),active,Exfoliator,True,17.0,True,active,False,,False,655439062060,2018-05-15T10:28:26.946Z,g,g,0.0,8.5,8.5000,8.5000,8.5000,8.5000,8.5000,5.21,17.0,8.5
8,,0,0,HQ,,0,6206,False,US,2018-04-26T08:35:38.099Z,,,,40093665,"[17692125, 17692154, 17775243, 17775262]",False,False,5.21,True,,0,5.21,30 ml,True,30 ml,,,False,2,14756180,Clear Acne Regular Strength Exfoliating Treatment 2% BHA (Salicylic Acid),active,Exfoliator,True,17.0,True,active,False,,False,655439062060,2018-05-15T10:28:26.946Z,g,g,0.0,8.5,8.5000,8.5000,8.5000,8.5000,8.5000,5.21,17.0,8.5
9,,35,0,WH,,32,2016,False,US,2018-04-23T11:12:05.468Z,,,,39987834,[17562601],False,False,0.0,True,,0,1.9364,30 ml,True,30ml,,,False,2,14756213,Skin Perfecting 2% BHA (Salicylic Acid) Liquid Exfoliator,active,Exfoliator,True,13.0,True,active,False,,False,655439020169,2018-05-15T04:00:45.483Z,g,g,0.0,6.5,6.5000,6.5000,6.5000,6.5000,6.5000,3.55,13.0,6.5
10,,1,0,BC,,4,2016,False,US,2018-04-23T11:12:05.468Z,,,,39987834,[17562601],False,False,0.0,True,,0,1.9364,30 ml,True,30ml,,,False,2,14756213,Skin Perfecting 2% BHA (Salicylic Acid) Liquid Exfoliator,active,Exfoliator,True,13.0,True,active,False,,False,655439020169,2018-05-15T04:00:45.483Z,g,g,0.0,6.5,6.5000,6.5000,6.5000,6.5000,6.5000,3.55,13.0,6.5
11,,0,0,FP,,0,2016,False,US,2018-04-23T11:12:05.468Z,,,,39987834,[17562601],False,False,0.0,True,,0,1.9364,30 ml,True,30ml,,,False,2,14756213,Skin Perfecting 2% BHA (Salicylic Acid) Liquid Exfoliator,active,Exfoliator,True,13.0,True,active,False,,False,655439020169,2018-05-15T04:00:45.483Z,g,g,0.0,6.5,6.5000,6.5000,6.5000,6.5000,6.5000,3.55,13.0,6.5
12,,0,0,HQ,,0,2016,False,US,2018-04-23T11:12:05.468Z,,,,39987834,[17562601],False,False,0.0,True,,0,1.9364,30 ml,True,30ml,,,False,2,14756213,Skin Perfecting 2% BHA (Salicylic Acid) Liquid Exfoliator,active,Exfoliator,True,13.0,True,active,False,,False,655439020169,2018-05-15T04:00:45.483Z,g,g,0.0,6.5,6.5000,6.5000,6.5000,6.5000,6.5000,3.55,13.0,6.5
13,,0,0,HQ,,0,9550,False,,2018-04-22T17:29:10.989Z,,,,39948858,[17543041],False,False,34.64,True,,0,34.64,Peptide Booster,True,20ml,,,False,1,22847092,Peptide Booster,active,Treatment,True,76.0,True,active,False,,False,655439095501,2018-05-16T07:20:32.431Z,g,g,0.0,45.6,45.6000,41.8000,38.0000,38.0000,44.0000,34.64,76.0,45.6
14,,4,0,WH,,4,9550,False,,2018-04-22T17:29:10.989Z,,,,39948858,[17543041],False,False,34.64,True,,0,34.64,Peptide Booster,True,20ml,,,False,1,22847092,Peptide Booster,active,Treatment,True,76.0,True,active,False,,False,655439095501,2018-05-16T07:20:32.431Z,g,g,0.0,45.6,45.6000,41.8000,38.0000,38.0000,44.0000,34.64,76.0,45.6
15,,6,0,BC,,6,9550,False,,2018-04-22T17:29:10.989Z,,,,39948858,[17543041],False,False,34.64,True,,0,34.64,Peptide Booster,True,20ml,,,False,1,22847092,Peptide Booster,active,Treatment,True,76.0,True,active,False,,False,655439095501,2018-05-16T07:20:32.431Z,g,g,0.0,45.6,45.6000,41.8000,38.0000,38.0000,44.0000,34.64,76.0,45.6
16,,0,0,FP,,1,9550,False,,2018-04-22T17:29:10.989Z,,,,39948858,[17543041],False,False,34.64,True,,0,34.64,Peptide Booster,True,20ml,,,False,1,22847092,Peptide Booster,active,Treatment,True,76.0,True,active,False,,False,655439095501,2018-05-16T07:20:32.431Z,g,g,0.0,45.6,45.6000,41.8000,38.0000,38.0000,44.0000,34.64,76.0,45.6
17,,0,0,WH,,3,3450,False,,2018-03-29T07:42:17.328Z,,,,38874604,[17558239],False,False,14.65,True,,0,14.65,Daily Replenishing Body Cream,True,207ml,,,False,1,22409553,Daily Replenishing Body Cream,active,Moisturizer,True,34.0,True,active,False,,False,655439034500,2018-05-10T11:02:00.909Z,g,g,0.0,,,,,16.0000,,,34.0,
18,,0,0,WH,,-0.6,2607,True,US,2018-02-06T07:28:36.083Z,,,,36741576,[15905513],False,False,,True,,0,,Rehydrating Moisture Mask,False,Sachet Bundle,,,False,2,21180501,Rehydrating Moisture Mask,active,Mask,False,5.0,True,active,False,,False,,2018-04-25T07:05:43.428Z,g,g,0.0,,,,,,,2.1,5.0,
19,,0,0,BC,,10,2607,True,US,2018-02-06T07:28:36.083Z,,,,36741576,[15905513],False,False,,True,,0,,Rehydrating Moisture Mask,False,Sachet Bundle,,,False,2,21180501,Rehydrating Moisture Mask,active,Mask,False,5.0,True,active,False,,False,,2018-04-25T07:05:43.428Z,g,g,0.0,,,,,,,2.1,5.0,
20,,0,0,FP,,3.4,2607,True,US,2018-02-06T07:28:36.083Z,,,,36741576,[15905513],False,False,,True,,0,,Rehydrating Moisture Mask,False,Sachet Bundle,,,False,2,21180501,Rehydrating Moisture Mask,active,Mask,False,5.0,True,active,False,,False,,2018-04-25T07:05:43.428Z,g,g,0.0,,,,,,,2.1,5.0,
21,,0,0,WH,,-0.4,2657,True,US,2018-02-06T07:22:04.006Z,,,,36741543,[15905449],False,False,,True,,0,,Pore Clarifying Charcoal Gel Mask,False,,,,False,3,20931603,Pore Clarifying Charcoal Gel Mask,active,Mask,False,5.0,True,active,False,,False,,2018-04-25T07:05:43.496Z,g,g,0.0,,,,,,,2.1,5.0,
22,,0,0,BC,,15,2657,True,US,2018-02-06T07:22:04.006Z,,,,36741543,[15905449],False,False,,True,,0,,Pore Clarifying Charcoal Gel Mask,False,,,,False,3,20931603,Pore Clarifying Charcoal Gel Mask,active,Mask,False,5.0,True,active,False,,False,,2018-04-25T07:05:43.496Z,g,g,0.0,,,,,,,2.1,5.0,
23,,0,0,FP,,2.2,2657,True,US,2018-02-06T07:22:04.006Z,,,,36741543,[15905449],False,False,,True,,0,,Pore Clarifying Charcoal Gel Mask,False,,,,False,3,20931603,Pore Clarifying Charcoal Gel Mask,active,Mask,False,5.0,True,active,False,,False,,2018-04-25T07:05:43.496Z,g,g,0.0,,,,,,,2.1,5.0,
24,,0,0,WH,,246,7658,False,US,2018-01-24T05:46:55.443Z,,,,36404583,[15593370],False,False,0.42,True,,0,0.42,Resist Advanced Smoothing Treatment 10% AHA (Glycolic Acid),True,Sachet,,,False,2,21193393,Resist Advanced Smoothing Treatment 10% AHA (Glycolic Acid),active,Exfoliator,True,1.5,True,active,False,,False,,2018-05-09T11:27:34.746Z,g,g,0.0,0.75,0.7500,0.7500,0.7500,0.7500,0.7500,0.42,1.5,0.75
25,,0,0,BC,,49,7658,False,US,2018-01-24T05:46:55.443Z,,,,36404583,[15593370],False,False,0.42,True,,0,0.42,Resist Advanced Smoothing Treatment 10% AHA (Glycolic Acid),True,Sachet,,,False,2,21193393,Resist Advanced Smoothing Treatment 10% AHA (Glycolic Acid),active,Exfoliator,True,1.5,True,active,False,,False,,2018-05-09T11:27:34.746Z,g,g,0.0,0.75,0.7500,0.7500,0.7500,0.7500,0.7500,0.42,1.5,0.75
26,,0,0,FP,,2,7658,False,US,2018-01-24T05:46:55.443Z,,,,36404583,[15593370],False,False,0.42,True,,0,0.42,Resist Advanced Smoothing Treatment 10% AHA (Glycolic Acid),True,Sachet,,,False,2,21193393,Resist Advanced Smoothing Treatment 10% AHA (Glycolic Acid),active,Exfoliator,True,1.5,True,active,False,,False,,2018-05-09T11:27:34.746Z,g,g,0.0,0.75,0.7500,0.7500,0.7500,0.7500,0.7500,0.42,1.5,0.75
27,,0,0,HQ,,0,7658,False,US,2018-01-24T05:46:55.443Z,,,,36404583,[15593370],False,False,0.42,True,,0,0.42,Resist Advanced Smoothing Treatment 10% AHA (Glycolic Acid),True,Sachet,,,False,2,21193393,Resist Advanced Smoothing Treatment 10% AHA (Glycolic Acid),active,Exfoliator,True,1.5,True,active,False,,False,,2018-05-09T11:27:34.746Z,g,g,0.0,0.75,0.7500,0.7500,0.7500,0.7500,0.7500,0.42,1.5,0.75
28,,0,0,WH,,-2,2659,False,US,2018-01-24T05:45:46.461Z,,,,36404567,[15593376],False,False,0.42,True,,0,0.42,Pore Clarifying Charcoal Gel Mask,True,Sachet,,,False,2,20931603,Pore Clarifying Charcoal Gel Mask,active,Mask,True,1.5,True,active,False,,False,,2018-04-25T07:05:43.432Z,g,g,0.0,0.75,0.7500,0.7500,0.7500,0.7500,0.7500,0.42,1.5,0.75
29,,0,0,BC,,75,2659,False,US,2018-01-24T05:45:46.461Z,,,,36404567,[15593376],False,False,0.42,True,,0,0.42,Pore Clarifying Charcoal Gel Mask,True,Sachet,,,False,2,20931603,Pore Clarifying Charcoal Gel Mask,active,Mask,True,1.5,True,active,False,,False,,2018-04-25T07:05:43.432Z,g,g,0.0,0.75,0.7500,0.7500,0.7500,0.7500,0.7500,0.42,1.5,0.75
30,,0,0,FP,,11,2659,False,US,2018-01-24T05:45:46.461Z,,,,36404567,[15593376],False,False,0.42,True,,0,0.42,Pore Clarifying Charcoal Gel Mask,True,Sachet,,,False,2,20931603,Pore Clarifying Charcoal Gel Mask,active,Mask,True,1.5,True,active,False,,False,,2018-04-25T07:05:43.432Z,g,g,0.0,0.75,0.7500,0.7500,0.7500,0.7500,0.7500,0.42,1.5,0.75
31,,0,0,HQ,,0,2659,False,US,2018-01-24T05:45:46.461Z,,,,36404567,[15593376],False,False,0.42,True,,0,0.42,Pore Clarifying Charcoal Gel Mask,True,Sachet,,,False,2,20931603,Pore Clarifying Charcoal Gel Mask,active,Mask,True,1.5,True,active,False,,False,,2018-04-25T07:05:43.432Z,g,g,0.0,0.75,0.7500,0.7500,0.7500,0.7500,0.7500,0.42,1.5,0.75
32,,0,0,WH,,-3,2609,False,US,2018-01-24T05:44:57.157Z,,,,36404524,[15593379],False,False,0.42,True,,0,0.42,Rehydrating Moisture Mask,True,Sachet,,,False,3,21180501,Rehydrating Moisture Mask,active,Mask,True,1.5,True,active,False,,False,,2018-04-25T07:05:42.722Z,g,g,0.0,0.75,0.7500,0.7500,0.7500,0.7500,0.7500,0.42,1.5,0.75
33,,0,0,BC,,50,2609,False,US,2018-01-24T05:44:57.157Z,,,,36404524,[15593379],False,False,0.42,True,,0,0.42,Rehydrating Moisture Mask,True,Sachet,,,False,3,21180501,Rehydrating Moisture Mask,active,Mask,True,1.5,True,active,False,,False,,2018-04-25T07:05:42.722Z,g,g,0.0,0.75,0.7500,0.7500,0.7500,0.7500,0.7500,0.42,1.5,0.75
34,,0,0,FP,,17,2609,False,US,2018-01-24T05:44:57.157Z,,,,36404524,[15593379],False,False,0.42,True,,0,0.42,Rehydrating Moisture Mask,True,Sachet,,,False,3,21180501,Rehydrating Moisture Mask,active,Mask,True,1.5,True,active,False,,False,,2018-04-25T07:05:42.722Z,g,g,0.0,0.75,0.7500,0.7500,0.7500,0.7500,0.7500,0.42,1.5,0.75
35,,0,0,HQ,,0,2609,False,US,2018-01-24T05:44:57.157Z,,,,36404524,[15593379],False,False,0.42,True,,0,0.42,Rehydrating Moisture Mask,True,Sachet,,,False,3,21180501,Rehydrating Moisture Mask,active,Mask,True,1.5,True,active,False,,False,,2018-04-25T07:05:42.722Z,g,g,0.0,0.75,0.7500,0.7500,0.7500,0.7500,0.7500,0.42,1.5,0.75
36,,0,0,WH,,104,2777,False,,2018-01-18T04:09:48.226Z,,,,36215693,[16040083],False,False,6.0,True,,0,6,10ml,True,10ml,,,False,2,14756160,Radiance Renewal Whitening Mask,active,Mask,True,15.0,True,active,False,,False,,2018-05-08T06:57:45.257Z,g,g,0.0,7.5,7.5000,7.5000,7.5000,7.5000,7.5000,6.0,15.0,7.5
37,,0,0,BC,,20,2777,False,,2018-01-18T04:09:48.226Z,,,,36215693,[16040083],False,False,6.0,True,,0,6,10ml,True,10ml,,,False,2,14756160,Radiance Renewal Whitening Mask,active,Mask,True,15.0,True,active,False,,False,,2018-05-08T06:57:45.257Z,g,g,0.0,7.5,7.5000,7.5000,7.5000,7.5000,7.5000,6.0,15.0,7.5
38,,0,0,FP,,9,2777,False,,2018-01-18T04:09:48.226Z,,,,36215693,[16040083],False,False,6.0,True,,0,6,10ml,True,10ml,,,False,2,14756160,Radiance Renewal Whitening Mask,active,Mask,True,15.0,True,active,False,,False,,2018-05-08T06:57:45.257Z,g,g,0.0,7.5,7.5000,7.5000,7.5000,7.5000,7.5000,6.0,15.0,7.5
39,,0,0,HQ,,0,2777,False,,2018-01-18T04:09:48.226Z,,,,36215693,[16040083],False,False,6.0,True,,0,6,10ml,True,10ml,,,False,2,14756160,Radiance Renewal Whitening Mask,active,Mask,True,15.0,True,active,False,,False,,2018-05-08T06:57:45.257Z,g,g,0.0,7.5,7.5000,7.5000,7.5000,7.5000,7.5000,6.0,15.0,7.5
40,,1,0,WH,,1,2120,False,,2018-01-18T04:08:30.835Z,,,,36215688,[15593710],False,False,28.98,True,,0,28.98,Clinical Ceramide-Enriched Firming Moisturizer,True,,,,False,1,21556456,Clinical Ceramide-Enriched Firming Moisturizer,active,Moisturizer,True,88.0,True,active,False,,False,,2018-05-16T04:34:07.087Z,g,g,0.0,44.0,52.8000,48.4000,44.0000,44.0000,48.4000,28.98,88.0,44.0
41,,4,0,BC,,4,2120,False,,2018-01-18T04:08:30.835Z,,,,36215688,[15593710],False,False,28.98,True,,0,28.98,Clinical Ceramide-Enriched Firming Moisturizer,True,,,,False,1,21556456,Clinical Ceramide-Enriched Firming Moisturizer,active,Moisturizer,True,88.0,True,active,False,,False,,2018-05-16T04:34:07.087Z,g,g,0.0,44.0,52.8000,48.4000,44.0000,44.0000,48.4000,28.98,88.0,44.0
42,,0,0,FP,,2,2120,False,,2018-01-18T04:08:30.835Z,,,,36215688,[15593710],False,False,28.98,True,,0,28.98,Clinical Ceramide-Enriched Firming Moisturizer,True,,,,False,1,21556456,Clinical Ceramide-Enriched Firming Moisturizer,active,Moisturizer,True,88.0,True,active,False,,False,,2018-05-16T04:34:07.087Z,g,g,0.0,44.0,52.8000,48.4000,44.0000,44.0000,48.4000,28.98,88.0,44.0
43,,0,0,WH,,56,XMAS7,True,,2017-12-11T17:42:20.643Z,,,,35543801,[15030565],False,False,,True,,0,,For Him Shaving Special,False,,,,False,2,21224563,Shave Starter Kit,active,Kit,False,19.0,True,active,False,,False,,2018-05-07T11:45:12.690Z,g,g,0.0,,,,,,,13.57,19.0,
44,,0,0,BC,,24,XMAS7,True,,2017-12-11T17:42:20.643Z,,,,35543801,[15030565],False,False,,True,,0,,For Him Shaving Special,False,,,,False,2,21224563,Shave Starter Kit,active,Kit,False,19.0,True,active,False,,False,,2018-05-07T11:45:12.690Z,g,g,0.0,,,,,,,13.57,19.0,
45,,0,0,FP,,21,XMAS7,True,,2017-12-11T17:42:20.643Z,,,,35543801,[15030565],False,False,,True,,0,,For Him Shaving Special,False,,,,False,2,21224563,Shave Starter Kit,active,Kit,False,19.0,True,active,False,,False,,2018-05-07T11:45:12.690Z,g,g,0.0,,,,,,,13.57,19.0,
46,,3,0,BC,,4,XMAS6,True,,2017-12-11T17:39:33.718Z,,,,35542923,[15060367],False,False,,True,,0,,Ultimate Acne Kit,False,,,,False,1,21223720,Ultimate Acne Kit,active,Kit,False,149.0,True,active,False,,False,,2018-05-16T06:29:50.153Z,g,g,0.0,,,,,,,90.06,149.0,
47,,0,0,FP,,4,XMAS6,True,,2017-12-11T17:39:33.718Z,,,,35542923,[15060367],False,False,,True,,0,,Ultimate Acne Kit,False,,,,False,1,21223720,Ultimate Acne Kit,active,Kit,False,149.0,True,active,False,,False,,2018-05-16T06:29:50.153Z,g,g,0.0,,,,,,,90.06,149.0,
48,,0,0,WH,,-8,XMAS5,True,,2017-12-11T17:36:40.461Z,,,,35542729,[15060385],False,False,,True,,0,,Dry Relief,False,,,,False,1,21223682,Dry Relief,active,Kit,False,69.0,True,active,False,,False,,2018-05-08T06:57:36.700Z,g,g,0.0,,,,,,,40.88,69.0,
49,,0,0,BC,,2.4,XMAS5,True,,2017-12-11T17:36:40.461Z,,,,35542729,[15060385],False,False,,True,,0,,Dry Relief,False,,,,False,1,21223682,Dry Relief,active,Kit,False,69.0,True,active,False,,False,,2018-05-08T06:57:36.700Z,g,g,0.0,,,,,,,40.88,69.0,
50,,0,0,FP,,-0.4,XMAS5,True,,2017-12-11T17:36:40.461Z,,,,35542729,[15060385],False,False,,True,,0,,Dry Relief,False,,,,False,1,21223682,Dry Relief,active,Kit,False,69.0,True,active,False,,False,,2018-05-08T06:57:36.700Z,g,g,0.0,,,,,,,40.88,69.0,
51,,5,0,WH,,77,XMAS4,True,,2017-12-11T17:29:14.056Z,,,,35542355,[15060342],False,False,,True,,0,,Brightening Trio,False,,,,False,1,21223578,Brightening Trio,active,Kit,False,98.0,True,active,False,,False,,2018-05-15T07:41:46.650Z,g,g,0.0,,,,,,,62.05,98.0,
52,,0,0,BC,,5,XMAS4,True,,2017-12-11T17:29:14.056Z,,,,35542355,[15060342],False,False,,True,,0,,Brightening Trio,False,,,,False,1,21223578,Brightening Trio,active,Kit,False,98.0,True,active,False,,False,,2018-05-15T07:41:46.650Z,g,g,0.0,,,,,,,62.05,98.0,
53,,0,0,FP,,3,XMAS4,True,,2017-12-11T17:29:14.056Z,,,,35542355,[15060342],False,False,,True,,0,,Brightening Trio,False,,,,False,1,21223578,Brightening Trio,active,Kit,False,98.0,True,active,False,,False,,2018-05-15T07:41:46.650Z,g,g,0.0,,,,,,,62.05,98.0,
54,,5,0,WH,,77,XMAS3,True,,2017-12-11T17:22:56.749Z,,,,35541995,[15060369],False,False,,True,,0,,Whitening Trio,False,,,,False,2,21223477,Whitening Trio,active,Kit,False,98.0,True,active,False,,False,,2018-05-14T09:26:55.473Z,g,g,0.0,,,,,,,62.72,98.0,
55,,1,0,BC,,8,XMAS3,True,,2017-12-11T17:22:56.749Z,,,,35541995,[15060369],False,False,,True,,0,,Whitening Trio,False,,,,False,2,21223477,Whitening Trio,active,Kit,False,98.0,True,active,False,,False,,2018-05-14T09:26:55.473Z,g,g,0.0,,,,,,,62.72,98.0,
56,,0,0,FP,,2,XMAS3,True,,2017-12-11T17:22:56.749Z,,,,35541995,[15060369],False,False,,True,,0,,Whitening Trio,False,,,,False,2,21223477,Whitening Trio,active,Kit,False,98.0,True,active,False,,False,,2018-05-14T09:26:55.473Z,g,g,0.0,,,,,,,62.72,98.0,
57,,0,0,WH,,51,XMAS2,True,,2017-12-11T17:20:54.619Z,,,,35541920,[15060366],False,False,,True,,0,,Anti Aging Trio,False,,,,False,1,21223448,Anti Aging Trio,active,Kit,False,149.0,True,active,False,,False,,2018-05-16T06:29:39.837Z,g,g,0.0,,,,,,,87.26,149.0,
58,,2,0,BC,,15,XMAS2,True,,2017-12-11T17:20:54.619Z,,,,35541920,[15060366],False,False,,True,,0,,Anti Aging Trio,False,,,,False,1,21223448,Anti Aging Trio,active,Kit,False,149.0,True,active,False,,False,,2018-05-16T06:29:39.837Z,g,g,0.0,,,,,,,87.26,149.0,
59,,0,0,HQ,,-1,XMAS1,True,,2017-12-11T17:18:35.282Z,,,,35541811,[15060370],False,False,,True,,0,,Body Renewal,False,,,,False,2,21060803,Body Renewal,active,Kit,False,78.0,True,active,False,,False,,2018-04-23T12:12:02.545Z,g,g,0.0,,,,,,,39.52,78.0,
60,,0,0,WH,,-150,XMAS1,True,,2017-12-11T17:18:35.282Z,,,,35541811,[15060370],False,False,,True,,0,,Body Renewal,False,,,,False,2,21060803,Body Renewal,active,Kit,False,78.0,True,active,False,,False,,2018-04-23T12:12:02.545Z,g,g,0.0,,,,,,,39.52,78.0,
61,,4,0,BC,,4,XMAS1,True,,2017-12-11T17:18:35.282Z,,,,35541811,[15060370],False,False,,True,,0,,Body Renewal,False,,,,False,2,21060803,Body Renewal,active,Kit,False,78.0,True,active,False,,False,,2018-04-23T12:12:02.545Z,g,g,0.0,,,,,,,39.52,78.0,
62,,3,0,WH,,16,7651,False,SG,2017-12-07T08:22:58.796Z,,,,35469753,"[14957461, 14999627]",False,False,23.98,True,,0,23.98,Resist Advanced Smoothing Treatment 10% AHA (Glycolic Acid),True,30ml,,,False,1,21193393,Resist Advanced Smoothing Treatment 10% AHA (Glycolic Acid),active,Exfoliator,True,55.0,True,active,False,,True,655439000000,2018-05-16T06:32:28.778Z,g,g,0.0,33.0,33.0000,30.2500,27.5000,30.2500,33.0000,23.98,55.0,33.0
63,,2,0,BC,,14,7651,False,SG,2017-12-07T08:22:58.796Z,,,,35469753,"[14957461, 14999627]",False,False,23.98,True,,0,23.98,Resist Advanced Smoothing Treatment 10% AHA (Glycolic Acid),True,30ml,,,False,1,21193393,Resist Advanced Smoothing Treatment 10% AHA (Glycolic Acid),active,Exfoliator,True,55.0,True,active,False,,True,655439000000,2018-05-16T06:32:28.778Z,g,g,0.0,33.0,33.0000,30.2500,27.5000,30.2500,33.0000,23.98,55.0,33.0
64,,0,0,FP,,6,7651,False,SG,2017-12-07T08:22:58.796Z,,,,35469753,"[14957461, 14999627]",False,False,23.98,True,,0,23.98,Resist Advanced Smoothing Treatment 10% AHA (Glycolic Acid),True,30ml,,,False,1,21193393,Resist Advanced Smoothing Treatment 10% AHA (Glycolic Acid),active,Exfoliator,True,55.0,True,active,False,,True,655439000000,2018-05-16T06:32:28.778Z,g,g,0.0,33.0,33.0000,30.2500,27.5000,30.2500,33.0000,23.98,55.0,33.0
65,,0,0,WH,,18,2600,False,,2017-12-06T09:37:35.742Z,,,,35445610,[14957472],False,False,19.98,True,,0,19.98,Rehydrating Moisture Mask,True,88ml,,,False,1,21180501,Rehydrating Moisture Mask,active,Mask,True,46.0,True,active,False,,False,,2018-04-27T07:54:30.495Z,g,g,0.0,27.6,27.6000,25.3000,23.0000,25.3000,27.6000,19.98,46.0,27.6
66,,1,0,BC,,14,2600,False,,2017-12-06T09:37:35.742Z,,,,35445610,[14957472],False,False,19.98,True,,0,19.98,Rehydrating Moisture Mask,True,88ml,,,False,1,21180501,Rehydrating Moisture Mask,active,Mask,True,46.0,True,active,False,,False,,2018-04-27T07:54:30.495Z,g,g,0.0,27.6,27.6000,25.3000,23.0000,25.3000,27.6000,19.98,46.0,27.6
67,,0,0,FP,,5,2600,False,,2017-12-06T09:37:35.742Z,,,,35445610,[14957472],False,False,19.98,True,,0,19.98,Rehydrating Moisture Mask,True,88ml,,,False,1,21180501,Rehydrating Moisture Mask,active,Mask,True,46.0,True,active,False,,False,,2018-04-27T07:54:30.495Z,g,g,0.0,27.6,27.6000,25.3000,23.0000,25.3000,27.6000,19.98,46.0,27.6
68,,0,0,WH,,51,BFCM4,True,,2017-11-23T15:26:45.039Z,,,,35216276,[14653450],False,False,,True,,0,,Super Anti-Aging Trio,False,Kit,,,False,1,21060845,Super Anti-Aging Trio,disabled,Kit,False,138.0,True,active,False,,False,,2018-05-16T07:03:11.284Z,g,g,0.0,,,,,,,,138.0,
69,,3,0,BC,,31,BFCM4,True,,2017-11-23T15:26:45.039Z,,,,35216276,[14653450],False,False,,True,,0,,Super Anti-Aging Trio,False,Kit,,,False,1,21060845,Super Anti-Aging Trio,disabled,Kit,False,138.0,True,active,False,,False,,2018-05-16T07:03:11.284Z,g,g,0.0,,,,,,,,138.0,
70,,0,0,FP,,13,BFCM4,True,,2017-11-23T15:26:45.039Z,,,,35216276,[14653450],False,False,,True,,0,,Super Anti-Aging Trio,False,Kit,,,False,1,21060845,Super Anti-Aging Trio,disabled,Kit,False,138.0,True,active,False,,False,,2018-05-16T07:03:11.284Z,g,g,0.0,,,,,,,,138.0,
71,,2,0,WH,,1,BFCM6,True,,2017-11-22T17:05:48.367Z,,,,35199523,[14626875],False,False,,True,,0,,Dry Relief Special,False,,,,False,2,21060869,Dry Relief,disabled,Kit,False,98.0,True,active,False,,False,,2018-05-16T07:20:32.771Z,g,g,,,,,,,,,98.0,
